YEAR,MO,DY,WS10M
2013,8,24,4.91
2013,8,25,5.42
2013,8,26,5.7
2013,8,27,5.17
2013,8,28,5.83
2013,8,29,5.45
2013,8,30,4.97
2013,8,31,4.67
2013,9,1,3.38
2013,9,2,2.52
2013,9,3,2.87
2013,9,4,3.66
2013,9,5,3.92
2013,9,6,4.79
2013,9,7,6.07
2013,9,8,6.48
2013,9,9,6.49
2013,9,10,5.84
2013,9,11,5.66
2013,9,12,5.52
2013,9,13,6.53
2013,9,14,6.07
2013,9,15,5.34
2013,9,16,6.15
2013,9,17,7.94
2013,9,18,6.44
2013,9,19,6.39
2013,9,20,6.66
2013,9,21,5.8
2013,9,22,4.89
2013,9,23,4.73
2013,9,24,4.68
2013,9,25,4.29
2013,9,26,4.13
2013,9,27,4.02
2013,9,28,4.59
2013,9,29,4.95
2013,9,30,5.16
2013,10,1,5.68
2013,10,2,5.55
2013,10,3,4.93
2013,10,4,4.2
2013,10,5,4.18
2013,10,6,4.7
2013,10,7,4.19
2013,10,8,4.52
2013,10,9,4.02
2013,10,10,4.13
2013,10,11,5.26
2013,10,12,5.4
2013,10,13,5.48
2013,10,14,5.02
2013,10,15,4.91
2013,10,16,4.76
2013,10,17,4.52
2013,10,18,3
2013,10,19,4.08
2013,10,20,3.95
2013,10,21,4.28
2013,10,22,5.29
2013,10,23,4.89
2013,10,24,3.91
2013,10,25,3.92
2013,10,26,3.3
2013,10,27,3.48
2013,10,28,3.74
2013,10,29,2.8
2013,10,30,2.35
2013,10,31,1.57
2013,11,1,1.59
2013,11,2,2.54
2013,11,3,2.99
2013,11,4,4.66
2013,11,5,3.54
2013,11,6,3.16
2013,11,7,3.09
2013,11,8,2.73
2013,11,9,3.21
2013,11,10,2.38
2013,11,11,2.44
2013,11,12,1.57
2013,11,13,2.04
2013,11,14,0.95
2013,11,15,1.64
2013,11,16,2.71
2013,11,17,1.71
2013,11,18,2.56
2013,11,19,1.94
2013,11,20,2.01
2013,11,21,1.82
2013,11,22,1.43
2013,11,23,1.59
2013,11,24,1.9
2013,11,25,1.79
2013,11,26,1.43
2013,11,27,1.2
2013,11,28,1.53
2013,11,29,2.91
2013,11,30,3.3
2013,12,1,4.36
2013,12,2,4.9
2013,12,3,4.88
2013,12,4,4.58
2013,12,5,2.92
2013,12,6,2.63
2013,12,7,1.59
2013,12,8,1.7
2013,12,9,2.84
2013,12,10,2.51
2013,12,11,4.11
2013,12,12,3.67
2013,12,13,4.05
2013,12,14,2.55
2013,12,15,1.85
2013,12,16,2.7
2013,12,17,4.59
2013,12,18,3.63
2013,12,19,3.08
2013,12,20,3.22
2013,12,21,3.68
2013,12,22,4.94
2013,12,23,5.7
2013,12,24,5.36
2013,12,25,3.53
2013,12,26,4.48
2013,12,27,3.62
2013,12,28,2.83
2013,12,29,3.05
2013,12,30,4.08
2013,12,31,4.42
2014,1,1,4.89
2014,1,2,3.71
2014,1,3,3.41
2014,1,4,3.2
2014,1,5,2.68
2014,1,6,2.02
2014,1,7,3.04
2014,1,8,5.17
2014,1,9,4.35
2014,1,10,3.48
2014,1,11,3.27
2014,1,12,2.4
2014,1,13,3.93
2014,1,14,3.38
2014,1,15,2.99
2014,1,16,3.44
2014,1,17,3.06
2014,1,18,3.96
2014,1,19,3.88
2014,1,20,4.97
2014,1,21,4.38
2014,1,22,4.46
2014,1,23,3.38
2014,1,24,3.31
2014,1,25,4.82
2014,1,26,5.7
2014,1,27,4.71
2014,1,28,3.88
2014,1,29,3.71
2014,1,30,3.07
2014,1,31,2.96
2014,2,1,3.7
2014,2,2,4.91
2014,2,3,4.59
2014,2,4,2.9
2014,2,5,2.28
2014,2,6,2.99
2014,2,7,2.82
2014,2,8,2.89
2014,2,9,2.58
2014,2,10,1.87
2014,2,11,2.41
2014,2,12,1.87
2014,2,13,2.02
2014,2,14,2.13
2014,2,15,2.42
2014,2,16,2.91
2014,2,17,2.38
2014,2,18,2.45
2014,2,19,2.94
2014,2,20,2.39
2014,2,21,2.14
2014,2,22,2.35
2014,2,23,2.51
2014,2,24,4.18
2014,2,25,5.38
2014,2,26,4.24
2014,2,27,2.73
2014,2,28,1.57
2014,3,1,1.73
2014,3,2,1.62
2014,3,3,1.84
2014,3,4,2.89
2014,3,5,1.98
2014,3,6,2.46
2014,3,7,4.18
2014,3,8,4.02
2014,3,9,2.92
2014,3,10,3.16
2014,3,11,5.15
2014,3,12,5.48
2014,3,13,3.8
2014,3,14,4.66
2014,3,15,3.43
2014,3,16,3.55
2014,3,17,3.41
2014,3,18,3.32
2014,3,19,2.97
2014,3,20,2.67
2014,3,21,2.18
2014,3,22,2.59
2014,3,23,2.19
2014,3,24,1.77
2014,3,25,2.8
2014,3,26,2.94
2014,3,27,2.51
2014,3,28,2.08
2014,3,29,2.3
2014,3,30,2.34
2014,3,31,4.45
2014,4,1,4.91
2014,4,2,5.23
2014,4,3,2.56
2014,4,4,1.88
2014,4,5,1.95
2014,4,6,2.77
2014,4,7,3.17
2014,4,8,2.45
2014,4,9,3.84
2014,4,10,3.88
2014,4,11,4.1
2014,4,12,4.64
2014,4,13,3.52
2014,4,14,2.63
2014,4,15,1.93
2014,4,16,2.99
2014,4,17,4.05
2014,4,18,4.84
2014,4,19,4.59
2014,4,20,2.55
2014,4,21,1.88
2014,4,22,1.34
2014,4,23,1.9
2014,4,24,3.26
2014,4,25,4.61
2014,4,26,3.74
2014,4,27,3.36
2014,4,28,3.47
2014,4,29,2.07
2014,4,30,2.1
2014,5,1,1.89
2014,5,2,2.36
2014,5,3,1.9
2014,5,4,2.94
2014,5,5,2.12
2014,5,6,4.87
2014,5,7,9.81
2014,5,8,5.74
2014,5,9,4.65
2014,5,10,3.77
2014,5,11,3.76
2014,5,12,3.99
2014,5,13,3.59
2014,5,14,4.8
2014,5,15,5.92
2014,5,16,5.7
2014,5,17,5.45
2014,5,18,4.65
2014,5,19,3.54
2014,5,20,3.99
2014,5,21,4.24
2014,5,22,4.58
2014,5,23,4.99
2014,5,24,5.16
2014,5,25,4.7
2014,5,26,4.21
2014,5,27,3.33
2014,5,28,3.42
2014,5,29,4.09
2014,5,30,5.08
2014,5,31,5.62
2014,6,1,6.1
2014,6,2,5.62
2014,6,3,4.19
2014,6,4,5.43
2014,6,5,6.36
2014,6,6,7.52
2014,6,7,8.19
2014,6,8,6.77
2014,6,9,6.8
2014,6,10,5.43
2014,6,11,5.33
2014,6,12,5.42
2014,6,13,6.23
2014,6,14,6.36
2014,6,15,5.95
2014,6,16,5.9
2014,6,17,6.62
2014,6,18,6.98
2014,6,19,6.18
2014,6,20,6.49
2014,6,21,7.3
2014,6,22,6.16
2014,6,23,5.8
2014,6,24,6.78
2014,6,25,7.02
2014,6,26,5.61
2014,6,27,4.53
2014,6,28,4.12
2014,6,29,4.7
2014,6,30,5.63
2014,7,1,6.8
2014,7,2,5.73
2014,7,3,6.01
2014,7,4,6.09
2014,7,5,6.8
2014,7,6,5.8
2014,7,7,6.59
2014,7,8,6.05
2014,7,9,5.48
2014,7,10,5.11
2014,7,11,6.04
2014,7,12,6.71
2014,7,13,6.53
2014,7,14,6.02
2014,7,15,5.54
2014,7,16,4.6
2014,7,17,4.55
2014,7,18,4.62
2014,7,19,4.84
2014,7,20,5.31
2014,7,21,5.56
2014,7,22,5.91
2014,7,23,6.52
2014,7,24,5.81
2014,7,25,5.87
2014,7,26,6.16
2014,7,27,6.61
2014,7,28,6.69
2014,7,29,5.89
2014,7,30,6.2
2014,7,31,5.79
2014,8,1,6.01
2014,8,2,5.34
2014,8,3,6.87
2014,8,4,5.78
2014,8,5,6.27
2014,8,6,5.32
2014,8,7,5.63
2014,8,8,5.7
2014,8,9,4.53
2014,8,10,5.68
2014,8,11,5.27
2014,8,12,4.8
2014,8,13,4.93
2014,8,14,5.42
2014,8,15,5.2
2014,8,16,4.72
2014,8,17,4.98
2014,8,18,4.69
2014,8,19,3.73
2014,8,20,4.55
2014,8,21,5.7
2014,8,22,7.62
2014,8,23,6.61
2014,8,24,4.09
2014,8,25,3.63
2014,8,26,4.1
2014,8,27,5.05
2014,8,28,5.88
2014,8,29,5.91
2014,8,30,6.09
2014,8,31,6.59
2014,9,1,5.48
2014,9,2,4.62
2014,9,3,4.29
2014,9,4,3.77
2014,9,5,4.58
2014,9,6,5.04
2014,9,7,5.09
2014,9,8,5.38
2014,9,9,5.27
2014,9,10,5.26
2014,9,11,5.04
2014,9,12,5.14
2014,9,13,5.48
2014,9,14,6.13
2014,9,15,5.76
2014,9,16,5.62
2014,9,17,6.35
2014,9,18,5.59
2014,9,19,5.73
2014,9,20,5.94
2014,9,21,5.55
2014,9,22,5.11
2014,9,23,4.64
2014,9,24,4.53
2014,9,25,3.45
2014,9,26,3.03
2014,9,27,2.07
2014,9,28,2.34
2014,9,29,2.72
2014,9,30,2.12
2014,10,1,1.99
2014,10,2,2.65
2014,10,3,2.34
2014,10,4,3.35
2014,10,5,3.62
2014,10,6,4.23
2014,10,7,4.11
2014,10,8,4.27
2014,10,9,3.79
2014,10,10,4.69
2014,10,11,4.61
2014,10,12,5
2014,10,13,4.34
2014,10,14,3.41
2014,10,15,2.67
2014,10,16,2.06
2014,10,17,1.74
2014,10,18,3.5
2014,10,19,1.33
2014,10,20,2.27
2014,10,21,2.56
2014,10,22,2.2
2014,10,23,2.2
2014,10,24,2
2014,10,25,2.61
2014,10,26,1.66
2014,10,27,1.34
2014,10,28,2.11
2014,10,29,3.84
2014,10,30,2.65
2014,10,31,2.38
2014,11,1,2.16
2014,11,2,1.9
2014,11,3,1.49
2014,11,4,2.48
2014,11,5,3.4
2014,11,6,3.36
2014,11,7,1.81
2014,11,8,2.44
2014,11,9,2.69
2014,11,10,3.37
2014,11,11,1.54
2014,11,12,1.57
2014,11,13,2.34
2014,11,14,3.02
2014,11,15,3.59
2014,11,16,4.05
2014,11,17,5.03
2014,11,18,5.2
2014,11,19,5.56
2014,11,20,4.7
2014,11,21,5.59
2014,11,22,4.39
2014,11,23,4.55
2014,11,24,3.9
2014,11,25,4.61
2014,11,26,3.97
2014,11,27,3.32
2014,11,28,2.3
2014,11,29,2.06
2014,11,30,1.8
2014,12,1,4.12
2014,12,2,3.89
2014,12,3,3.49
2014,12,4,3.73
2014,12,5,4.68
2014,12,6,4.32
2014,12,7,3.47
2014,12,8,3.54
2014,12,9,3.6
2014,12,10,3.58
2014,12,11,4.16
2014,12,12,3.9
2014,12,13,4.26
2014,12,14,3.87
2014,12,15,3.48
2014,12,16,3.52
2014,12,17,5.36
2014,12,18,6.05
2014,12,19,5.46
2014,12,20,5.58
2014,12,21,3.88
2014,12,22,3.95
2014,12,23,3.35
2014,12,24,3.8
2014,12,25,3.48
2014,12,26,3.48
2014,12,27,3.64
2014,12,28,2.74
2014,12,29,2.62
2014,12,30,3.52
2014,12,31,3.53
2015,1,1,3.83
2015,1,2,2.78
2015,1,3,1.96
2015,1,4,1.71
2015,1,5,3.02
2015,1,6,2.59
2015,1,7,2.43
2015,1,8,1.64
2015,1,9,1.62
2015,1,10,3.94
2015,1,11,5.05
2015,1,12,4.04
2015,1,13,4.02
2015,1,14,3.19
2015,1,15,3.11
2015,1,16,3.5
2015,1,17,4.03
2015,1,18,4.05
2015,1,19,4.6
2015,1,20,4.52
2015,1,21,4.93
2015,1,22,3.83
2015,1,23,2.72
2015,1,24,3.63
2015,1,25,4.96
2015,1,26,4.41
2015,1,27,4.83
2015,1,28,4.19
2015,1,29,3.16
2015,1,30,3.38
2015,1,31,5.23
2015,2,1,4
2015,2,2,5.52
2015,2,3,6.13
2015,2,4,6.2
2015,2,5,6.1
2015,2,6,4.23
2015,2,7,3.14
2015,2,8,3.67
2015,2,9,3.41
2015,2,10,4.3
2015,2,11,3.38
2015,2,12,3.3
2015,2,13,2.68
2015,2,14,2.44
2015,2,15,2.51
2015,2,16,3.39
2015,2,17,2.63
2015,2,18,2.21
2015,2,19,2.28
2015,2,20,4.14
2015,2,21,4.31
2015,2,22,4.04
2015,2,23,3.59
2015,2,24,2.95
2015,2,25,2.38
2015,2,26,2.06
2015,2,27,2.8
2015,2,28,2.21
2015,3,1,2.13
2015,3,2,2.62
2015,3,3,3.29
2015,3,4,3.1
2015,3,5,2.19
2015,3,6,2.21
2015,3,7,1.77
2015,3,8,3.32
2015,3,9,2.58
2015,3,10,2.42
2015,3,11,3.41
2015,3,12,3.48
2015,3,13,2.75
2015,3,14,3.89
2015,3,15,3.92
2015,3,16,3.02
2015,3,17,2.55
2015,3,18,1.82
2015,3,19,1.55
2015,3,20,2.15
2015,3,21,3.21
2015,3,22,2.92
2015,3,23,2.05
2015,3,24,2.38
2015,3,25,2.61
2015,3,26,3.14
2015,3,27,2.66
2015,3,28,2.57
2015,3,29,2.63
2015,3,30,2.59
2015,3,31,1.54
2015,4,1,1.77
2015,4,2,2.22
2015,4,3,3.57
2015,4,4,3.77
2015,4,5,2.8
2015,4,6,2.51
2015,4,7,2.66
2015,4,8,2.89
2015,4,9,3.94
2015,4,10,2.12
2015,4,11,1.95
2015,4,12,1.83
2015,4,13,1.59
2015,4,14,2.25
2015,4,15,2.21
2015,4,16,2.14
2015,4,17,3.2
2015,4,18,3.2
2015,4,19,2.15
2015,4,20,2.02
2015,4,21,1.98
2015,4,22,2.12
2015,4,23,3.05
2015,4,24,2.82
2015,4,25,2.17
2015,4,26,2.21
2015,4,27,1.86
2015,4,28,1.49
2015,4,29,1.96
2015,4,30,3.34
2015,5,1,3.26
2015,5,2,3.57
2015,5,3,3.84
2015,5,4,3.13
2015,5,5,2.46
2015,5,6,2.44
2015,5,7,3.36
2015,5,8,3.95
2015,5,9,4.55
2015,5,10,3.01
2015,5,11,2.39
2015,5,12,2.88
2015,5,13,2.31
2015,5,14,2.98
2015,5,15,3.72
2015,5,16,4.53
2015,5,17,4.96
2015,5,18,3.73
2015,5,19,3.81
2015,5,20,3.72
2015,5,21,4.38
2015,5,22,4.32
2015,5,23,5.16
2015,5,24,4.62
2015,5,25,4.76
2015,5,26,5.53
2015,5,27,5.02
2015,5,28,5.18
2015,5,29,4.94
2015,5,30,4.43
2015,5,31,4.14
2015,6,1,4.12
2015,6,2,3.93
2015,6,3,3.74
2015,6,4,3.65
2015,6,5,3.12
2015,6,6,2.44
2015,6,7,3.7
2015,6,8,4.52
2015,6,9,4
2015,6,10,3.95
2015,6,11,4.76
2015,6,12,4.94
2015,6,13,5.04
2015,6,14,4.36
2015,6,15,5.18
2015,6,16,5.38
2015,6,17,5.5
2015,6,18,5.38
2015,6,19,5.98
2015,6,20,6.45
2015,6,21,5.98
2015,6,22,5.46
2015,6,23,5.12
2015,6,24,4.83
2015,6,25,5.61
2015,6,26,6.68
2015,6,27,6.3
2015,6,28,5.52
2015,6,29,5.3
2015,6,30,4.27
2015,7,1,3.83
2015,7,2,4.75
2015,7,3,4.64
2015,7,4,5.59
2015,7,5,6.6
2015,7,6,6.81
2015,7,7,6.08
2015,7,8,5.41
2015,7,9,5.66
2015,7,10,6.13
2015,7,11,5.98
2015,7,12,5.56
2015,7,13,5.71
2015,7,14,6.27
2015,7,15,6.34
2015,7,16,5.61
2015,7,17,6.49
2015,7,18,5.29
2015,7,19,5.7
2015,7,20,4.65
2015,7,21,4.48
2015,7,22,5.53
2015,7,23,4.88
2015,7,24,3.77
2015,7,25,3.77
2015,7,26,3.7
2015,7,27,3.03
2015,7,28,3.82
2015,7,29,3.78
2015,7,30,3.97
2015,7,31,4.43
2015,8,1,5.3
2015,8,2,5.67
2015,8,3,4.83
2015,8,4,4.52
2015,8,5,4.17
2015,8,6,4.33
2015,8,7,5.16
2015,8,8,4.88
2015,8,9,6.38
2015,8,10,5.59
2015,8,11,5.65
2015,8,12,5.84
2015,8,13,5.51
2015,8,14,5.58
2015,8,15,5.45
2015,8,16,5.27
2015,8,17,4.48
2015,8,18,2.58
2015,8,19,3.45
2015,8,20,3.61
2015,8,21,3.64
2015,8,22,4.17
2015,8,23,3.98
2015,8,24,4.8
2015,8,25,5.11
2015,8,26,5.51
2015,8,27,4.73
2015,8,28,4.27
2015,8,29,4.48
2015,8,30,4.32
2015,8,31,4.19
2015,9,1,5.05
2015,9,2,4.98
2015,9,3,4.9
2015,9,4,2.8
2015,9,5,2.17
2015,9,6,3.62
2015,9,7,3.36
2015,9,8,3.05
2015,9,9,3.45
2015,9,10,4.07
2015,9,11,4.88
2015,9,12,4.19
2015,9,13,4.56
2015,9,14,4.82
2015,9,15,5.53
2015,9,16,6.92
2015,9,17,5.03
2015,9,18,4.44
2015,9,19,5.67
2015,9,20,5.61
2015,9,21,3.61
2015,9,22,4.52
2015,9,23,3.45
2015,9,24,2.48
2015,9,25,3.01
2015,9,26,3.82
2015,9,27,5.31
2015,9,28,3.48
2015,9,29,2.45
2015,9,30,2.5
2015,10,1,3.37
2015,10,2,3.98
2015,10,3,3.64
2015,10,4,3.87
2015,10,5,4.99
2015,10,6,3.32
2015,10,7,3.38
2015,10,8,4.95
2015,10,9,4.48
2015,10,10,4.34
2015,10,11,3.42
2015,10,12,2.1
2015,10,13,1.52
2015,10,14,2.24
2015,10,15,1.76
2015,10,16,1.38
2015,10,17,1.44
2015,10,18,1.82
2015,10,19,3.73
2015,10,20,2.52
2015,10,21,2.9
2015,10,22,2.23
2015,10,23,2.34
2015,10,24,1.93
2015,10,25,1.86
2015,10,26,1.38
2015,10,27,2.51
2015,10,28,1.73
2015,10,29,1.2
2015,10,30,1.69
2015,10,31,2.98
2015,11,1,4.09
2015,11,2,3.2
2015,11,3,1.77
2015,11,4,2.83
2015,11,5,3.72
2015,11,6,1.34
2015,11,7,1.46
2015,11,8,2.57
2015,11,9,3.04
2015,11,10,3.41
2015,11,11,2.93
2015,11,12,3.16
2015,11,13,2.89
2015,11,14,1.75
2015,11,15,3.36
2015,11,16,4.01
2015,11,17,3.59
2015,11,18,2.8
2015,11,19,2.47
2015,11,20,2.98
2015,11,21,3.73
2015,11,22,3.66
2015,11,23,3.44
2015,11,24,3.27
2015,11,25,4.29
2015,11,26,3.09
2015,11,27,2.07
2015,11,28,1.65
2015,11,29,3.75
2015,11,30,2.63
2015,12,1,2.1
2015,12,2,3.47
2015,12,3,1.87
2015,12,4,1.79
2015,12,5,3.48
2015,12,6,5.07
2015,12,7,3.33
2015,12,8,3
2015,12,9,3.56
2015,12,10,4.29
2015,12,11,2.49
2015,12,12,3.09
2015,12,13,2.45
2015,12,14,0.91
2015,12,15,1.27
2015,12,16,2.51
2015,12,17,3.37
2015,12,18,2.48
2015,12,19,3.07
2015,12,20,4.84
2015,12,21,4.06
2015,12,22,4.41
2015,12,23,3.91
2015,12,24,3.59
2015,12,25,4.34
2015,12,26,4.77
2015,12,27,5.43
2015,12,28,7.05
2015,12,29,5.41
2015,12,30,5.31
2015,12,31,5.7
2016,1,1,5.27
2016,1,2,4.68
2016,1,3,5.05
2016,1,4,4.23
2016,1,5,3.47
2016,1,6,3.7
2016,1,7,4.25
2016,1,8,3.91
2016,1,9,4.44
2016,1,10,4.84
2016,1,11,4.24
2016,1,12,4
2016,1,13,3.45
2016,1,14,3.66
2016,1,15,3.47
2016,1,16,2.73
2016,1,17,2.41
2016,1,18,2.77
2016,1,19,2.67
2016,1,20,2.64
2016,1,21,2.43
2016,1,22,3.77
2016,1,23,4.05
2016,1,24,3.31
2016,1,25,2.95
2016,1,26,2.62
2016,1,27,2.33
2016,1,28,2.66
2016,1,29,2.7
2016,1,30,3.98
2016,1,31,4.66
2016,2,1,3.77
2016,2,2,4.02
2016,2,3,3.3
2016,2,4,3.91
2016,2,5,3.08
2016,2,6,2.63
2016,2,7,1.51
2016,2,8,2.39
2016,2,9,2.37
2016,2,10,1.9
2016,2,11,1.7
2016,2,12,1.41
2016,2,13,1.84
2016,2,14,2.06
2016,2,15,2.19
2016,2,16,4.01
2016,2,17,3.19
2016,2,18,5.09
2016,2,19,4.38
2016,2,20,2.92
2016,2,21,2.66
2016,2,22,2.83
2016,2,23,2.48
2016,2,24,1.91
2016,2,25,1.85
2016,2,26,3.8
2016,2,27,4.52
2016,2,28,3.62
2016,2,29,3.23
2016,3,1,3.66
2016,3,2,2.87
2016,3,3,3.2
2016,3,4,2.79
2016,3,5,2.05
2016,3,6,2.16
2016,3,7,2.14
2016,3,8,1.9
2016,3,9,2.09
2016,3,10,2.31
2016,3,11,2.09
2016,3,12,2.21
2016,3,13,2.45
2016,3,14,1.88
2016,3,15,3.07
2016,3,16,3.06
2016,3,17,2.47
2016,3,18,2.41
2016,3,19,3.3
2016,3,20,2.66
2016,3,21,2.34
2016,3,22,3.59
2016,3,23,3.45
2016,3,24,1.84
2016,3,25,1.69
2016,3,26,2.24
2016,3,27,2.3
2016,3,28,1.57
2016,3,29,2.55
2016,3,30,2.24
2016,3,31,1.66
2016,4,1,2.02
2016,4,2,2
2016,4,3,3
2016,4,4,2.88
2016,4,5,3.55
2016,4,6,3.34
2016,4,7,2.81
2016,4,8,1.86
2016,4,9,2.69
2016,4,10,2.98
2016,4,11,3.39
2016,4,12,3.23
2016,4,13,4.13
2016,4,14,3.49
2016,4,15,3.06
2016,4,16,2.96
2016,4,17,3.31
2016,4,18,2.82
2016,4,19,2.05
2016,4,20,2.52
2016,4,21,3.58
2016,4,22,5.16
