YEAR,MO,DY,WS10M
2023,4,12,2.98
2023,4,13,2.17
2023,4,14,2.27
2023,4,15,2.23
2023,4,16,1.76
2023,4,17,1.91
2023,4,18,2.01
2023,4,19,2.43
2023,4,20,3.24
2023,4,21,3.38
2023,4,22,4.19
2023,4,23,4
2023,4,24,2.23
2023,4,25,2.12
2023,4,26,2.8
2023,4,27,2.06
2023,4,28,3.45
2023,4,29,2.59
2023,4,30,3.34
2023,5,1,2.45
2023,5,2,3.8
2023,5,3,5.63
2023,5,4,2.75
2023,5,5,4
2023,5,6,3.81
2023,5,7,4.41
2023,5,8,3.66
2023,5,9,3.68
2023,5,10,3.21
2023,5,11,4.48
2023,5,12,3.04
2023,5,13,4.63
2023,5,14,5.07
2023,5,15,5.3
2023,5,16,4.84
2023,5,17,3.28
2023,5,18,2.7
2023,5,19,3.33
2023,5,20,3.52
2023,5,21,3.55
2023,5,22,2.83
2023,5,23,2.11
2023,5,24,3.11
2023,5,25,4.09
2023,5,26,4.84
2023,5,27,5.22
2023,5,28,5.38
2023,5,29,3.25
2023,5,30,3.09
2023,5,31,2.97
2023,6,1,5.29
2023,6,2,4.52
2023,6,3,4.34
2023,6,4,6.27
2023,6,5,6.04
2023,6,6,5.39
2023,6,7,6.49
2023,6,8,5.87
2023,6,9,5.66
2023,6,10,5.68
2023,6,11,5.83
2023,6,12,5.48
2023,6,13,5.2
2023,6,14,5.4
2023,6,15,5.43
2023,6,16,7.19
2023,6,17,6.11
2023,6,18,4.55
2023,6,19,4.31
2023,6,20,4.17
2023,6,21,3.99
2023,6,22,4.51
2023,6,23,4.3
2023,6,24,4.53
2023,6,25,5.56
2023,6,26,3.95
2023,6,27,4.64
2023,6,28,4.52
2023,6,29,4.98
2023,6,30,4.36
2023,7,1,5.05
2023,7,2,5.88
2023,7,3,5.71
2023,7,4,7.21
2023,7,5,7.12
2023,7,6,5.58
2023,7,7,4.55
2023,7,8,3.99
2023,7,9,4.59
2023,7,10,4.51
2023,7,11,3.27
2023,7,12,3.46
2023,7,13,4.36
2023,7,14,4.78
2023,7,15,4.51
2023,7,16,4.57
2023,7,17,4.84
2023,7,18,5.94
2023,7,19,5.48
2023,7,20,4.52
2023,7,21,5.19
2023,7,22,5.65
2023,7,23,5.45
2023,7,24,4.76
2023,7,25,4.22
2023,7,26,4.3
2023,7,27,4.82
2023,7,28,5.07
2023,7,29,5.7
2023,7,30,6.2
2023,7,31,5.88
2023,8,1,5.77
2023,8,2,4.33
2023,8,3,4.85
2023,8,4,4.99
2023,8,5,5.76
2023,8,6,6.15
2023,8,7,5.08
2023,8,8,4.36
2023,8,9,3.29
2023,8,10,3.88
2023,8,11,4.53
2023,8,12,4.84
2023,8,13,5.13
2023,8,14,4.21
2023,8,15,3.75
2023,8,16,3.44
2023,8,17,4.31
2023,8,18,4.89
2023,8,19,5.06
2023,8,20,5.35
2023,8,21,5.88
2023,8,22,5.07
2023,8,23,4.91
2023,8,24,4.55
2023,8,25,4.02
2023,8,26,3.84
2023,8,27,4.46
2023,8,28,4.23
2023,8,29,4.84
2023,8,30,5.36
2023,8,31,4.51
2023,9,1,4.09
2023,9,2,5.15
2023,9,3,5.27
2023,9,4,5.86
2023,9,5,4.84
2023,9,6,4.14
2023,9,7,5
2023,9,8,4.38
2023,9,9,4.95
2023,9,10,5.62
2023,9,11,4.97
2023,9,12,5.24
2023,9,13,4.55
2023,9,14,4.56
2023,9,15,4.33
2023,9,16,3.43
2023,9,17,3.23
2023,9,18,4.09
2023,9,19,3.99
2023,9,20,3.8
2023,9,21,3.86
2023,9,22,3.87
2023,9,23,4.41
2023,9,24,4.31
2023,9,25,4.91
2023,9,26,4.5
2023,9,27,4.33
2023,9,28,4.82
2023,9,29,6.1
2023,9,30,4.76
2023,10,1,4.81
2023,10,2,5.02
2023,10,3,3.57
2023,10,4,4.34
2023,10,5,3
2023,10,6,4.11
2023,10,7,3.25
2023,10,8,2.18
2023,10,9,1.86
2023,10,10,1.89
2023,10,11,3.33
2023,10,12,3.72
2023,10,13,2.67
2023,10,14,3.18
2023,10,15,3.28
2023,10,16,2.57
2023,10,17,3.52
2023,10,18,2.73
2023,10,19,1.6
2023,10,20,1.9
2023,10,21,1.5
2023,10,22,1.83
2023,10,23,2.52
2023,10,24,1.55
2023,10,25,2.28
2023,10,26,1.52
2023,10,27,1.79
2023,10,28,1.35
2023,10,29,2.48
2023,10,30,2.8
2023,10,31,2.66
2023,11,1,2.32
2023,11,2,2.15
2023,11,3,2.75
2023,11,4,3.03
2023,11,5,0.98
2023,11,6,1.34
2023,11,7,1.76
2023,11,8,1.76
2023,11,9,2.23
2023,11,10,2.91
2023,11,11,3.51
2023,11,12,2.64
2023,11,13,1.96
2023,11,14,2.5
2023,11,15,2.84
2023,11,16,1.61
2023,11,17,1.7
2023,11,18,1.63
2023,11,19,4.21
2023,11,20,2.76
2023,11,21,1.85
2023,11,22,3.46
2023,11,23,3.73
2023,11,24,3.03
2023,11,25,2.95
2023,11,26,4.27
2023,11,27,4.18
2023,11,28,3.69
2023,11,29,3.52
2023,11,30,3.16
2023,12,1,2.36
2023,12,2,2.02
2023,12,3,3.4
2023,12,4,3.99
2023,12,5,3.82
2023,12,6,2.21
2023,12,7,1.8
2023,12,8,2.59
2023,12,9,2.33
2023,12,10,3.86
2023,12,11,4.49
2023,12,12,4.41
2023,12,13,5.14
2023,12,14,5.04
2023,12,15,3.7
2023,12,16,3.09
2023,12,17,4.7
2023,12,18,7.02
2023,12,19,6.67
2023,12,20,5.34
2023,12,21,5.01
2023,12,22,4.85
2023,12,23,4.83
2023,12,24,4.46
2023,12,25,6.06
2023,12,26,6.34
2023,12,27,6.12
2023,12,28,6.91
2023,12,29,7.3
2023,12,30,6.5
2023,12,31,5.73
2024,1,1,4.08
2024,1,2,4.91
2024,1,3,4.29
2024,1,4,3.33
2024,1,5,2.88
2024,1,6,3.18
2024,1,7,3.02
2024,1,8,3.34
2024,1,9,5.8
2024,1,10,5.45
2024,1,11,6.32
2024,1,12,6.2
2024,1,13,5.02
2024,1,14,5.12
2024,1,15,4.38
2024,1,16,3.91
2024,1,17,3.92
2024,1,18,2.84
2024,1,19,3.78
2024,1,20,4.49
2024,1,21,4.53
2024,1,22,3.95
2024,1,23,4.11
2024,1,24,3.26
2024,1,25,3.12
2024,1,26,4.64
2024,1,27,4.99
2024,1,28,4.3
2024,1,29,4.27
2024,1,30,3.56
2024,1,31,2.62
2024,2,1,2.23
2024,2,2,1.92
2024,2,3,3.02
2024,2,4,3.79
2024,2,5,4.21
2024,2,6,4.91
2024,2,7,3.88
2024,2,8,3.95
2024,2,9,4.7
2024,2,10,5.8
2024,2,11,5.66
2024,2,12,6.09
2024,2,13,4.53
2024,2,14,4.59
2024,2,15,5.09
2024,2,16,5.23
2024,2,17,4.22
2024,2,18,3.79
2024,2,19,4.16
2024,2,20,3.56
2024,2,21,2.73
2024,2,22,3
2024,2,23,2.57
2024,2,24,2.03
2024,2,25,2.7
2024,2,26,5.77
2024,2,27,5.41
2024,2,28,4.33
2024,2,29,4.33
2024,3,1,4.59
2024,3,2,3.17
2024,3,3,2.05
2024,3,4,2.14
2024,3,5,1.99
2024,3,6,2.72
2024,3,7,1.94
2024,3,8,2.05
2024,3,9,1.96
2024,3,10,1.77
2024,3,11,1.73
2024,3,12,2.59
2024,3,13,2
2024,3,14,4.1
2024,3,15,3.55
2024,3,16,2.02
2024,3,17,3.11
2024,3,18,2.52
2024,3,19,2.11
2024,3,20,2.35
2024,3,21,3.66
2024,3,22,2.91
2024,3,23,2.93
2024,3,24,2.48
2024,3,25,2.95
